City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Takhtamygda,RU,2020-06-21 04:08:10,54.1,123.57,59.38,79,77,9.66
292,Constitucion,CL,2020-06-21 04:08:10,-35.33,-72.42,51.76,86,10,2.59
293,Porto Novo,BJ,2020-06-21 04:08:11,6.5,2.6,75.81,91,80,4.07
294,Synya,RU,2020-06-21 04:08:11,65.37,58.04,50.9,73,100,11.03
295,Luderitz,NA,2020-06-21 04:01:07,-26.65,15.16,60.8,55,0,6.93
296,Malanje,AO,2020-06-21 04:08:11,-9.54,16.34,50.72,47,0,2.17
297,Magistralnyy,RU,2020-06-21 04:08:11,56.17,107.45,77.77,34,0,6.46
298,Dunedin,NZ,2020-06-21 03:59:40,-45.87,170.5,46.99,75,93,21.0
299,Leningradskiy,RU,2020-06-21 04:01:19,69.38,178.42,53.31,53,31,11.43
300,Wanaka,NZ,2020-06-21 04:08:12,-44.7,169.15,39.0,82,0,1.01
301,Chambery,FR,2020-06-21 04:08:12,45.57,5.93,51.8,93,6,2.24
302,Sur,OM,2020-06-21 04:04:28,22.57,59.53,91.98,51,29,6.69
303,San Ramon,US,2020-06-21 04:07:07,37.78,-121.98,66.2,63,1,11.41
304,Koundara,GN,2020-06-21 04:08:13,12.48,-13.3,74.89,90,100,2.35
305,Antofagasta,CL,2020-06-21 04:00:12,-23.65,-70.4,57.2,76,90,4.7
306,Iquitos,PE,2020-06-21 04:08:13,-3.75,-73.25,71.56,97,48,0.34
307,Statesboro,US,2020-06-21 04:08:14,32.45,-81.78,77.0,83,1,5.64
308,Los Llanos De Aridane,ES,2020-06-21 04:08:14,28.66,-17.92,71.6,64,75,14.99
309,Zabaykalsk,RU,2020-06-21 04:08:14,49.63,117.32,73.65,30,94,8.84
310,Payakumbuh,ID,2020-06-21 04:08:14,-0.22,100.63,87.08,52,4,2.3
311,Khlung,TH,2020-06-21 04:08:14,12.45,102.22,80.6,88,40,2.24
312,Weligama,LK,2020-06-21 04:08:15,5.97,80.42,84.54,76,83,15.14
313,Melipilla,CL,2020-06-21 04:04:11,-33.7,-71.22,55.4,87,90,4.7
314,Portland,US,2020-06-21 04:04:12,45.52,-122.68,68.0,82,75,6.51
315,Staryy Nadym,RU,2020-06-21 04:08:16,65.61,72.68,49.68,86,82,14.41
316,Sao Gabriel Da Cachoeira,BR,2020-06-21 04:00:12,-0.13,-67.09,72.68,98,81,1.1
317,Nome,US,2020-06-21 04:08:16,64.5,-165.41,62.6,77,90,6.93
318,Fairbanks,US,2020-06-21 04:08:16,64.84,-147.72,60.8,87,90,4.7
319,Pisco,PE,2020-06-21 04:08:16,-13.7,-76.22,64.4,82,75,9.17
320,Meiganga,CM,2020-06-21 04:08:17,6.52,14.3,65.25,96,100,3.56
321,Ginir,ET,2020-06-21 04:08:17,7.13,40.7,60.26,89,0,3.78
322,San Patricio,MX,2020-06-21 03:58:25,19.22,-104.7,78.89,70,72,0.65
323,Radovis,MK,2020-06-21 04:08:17,41.64,22.46,57.2,83,27,3.22
324,Srednekolymsk,RU,2020-06-21 04:08:18,67.45,153.68,90.27,20,11,8.86
325,Faya,SA,2020-06-21 04:08:18,18.39,42.45,69.8,45,98,4.74
326,Kapit,MY,2020-06-21 04:08:18,2.02,112.93,93.29,52,66,1.54
327,Moscow,RU,2020-06-21 04:06:16,55.75,37.62,57.2,93,75,13.42
328,Namibe,AO,2020-06-21 04:01:24,-15.2,12.15,69.19,51,0,3.87
329,Port Hardy,CA,2020-06-21 03:58:37,50.7,-127.42,55.4,87,90,5.82
330,Imeni Poliny Osipenko,RU,2020-06-21 04:08:19,52.42,136.49,58.55,79,99,12.03
331,Cayenne,GF,2020-06-21 04:01:18,4.93,-52.33,77.0,88,100,5.82
332,Waddan,LY,2020-06-21 04:08:20,29.16,16.14,69.98,55,0,9.53
333,Palana,RU,2020-06-21 04:08:20,59.12,159.97,53.85,76,9,10.0
334,Yeppoon,AU,2020-06-21 04:08:20,-23.13,150.73,75.2,44,75,8.05
335,Alice Springs,AU,2020-06-21 04:04:48,-23.7,133.88,60.8,31,0,5.82
336,Krasnyy Chikoy,RU,2020-06-21 04:08:21,50.36,108.75,74.1,35,97,4.97
337,Marrakesh,MA,2020-06-21 04:08:21,31.63,-8.01,71.6,46,0,3.36
338,Coihaique,CL,2020-06-21 04:01:44,-45.58,-72.07,39.2,80,75,3.36
339,Dolores,AR,2020-06-21 04:08:21,-36.31,-57.68,49.01,86,100,10.45
340,Evensk,RU,2020-06-21 04:08:22,61.95,159.23,66.16,48,11,9.1
341,Bowmore,US,2020-06-21 04:08:22,34.94,-79.3,71.6,83,1,2.71
342,Sylacauga,US,2020-06-21 04:08:22,33.17,-86.25,77.0,83,90,1.9
343,Touros,BR,2020-06-21 04:08:23,-5.2,-35.46,71.6,100,40,4.7
344,Bandarban,BD,2020-06-21 04:08:23,22.2,92.23,86.0,74,75,13.87
345,Valparaiso,CL,2020-06-21 04:08:08,-33.04,-71.63,55.4,87,90,4.7
346,Cidreira,BR,2020-06-21 03:59:14,-30.18,-50.21,66.27,87,0,10.07
347,Strai,NO,2020-06-21 04:08:24,58.2,7.9,62.6,93,86,2.24
348,Inhambane,MZ,2020-06-21 04:08:24,-23.86,35.38,61.32,89,0,5.95
349,Wajir,KE,2020-06-21 04:08:24,1.75,40.06,75.2,73,25,4.7
350,Kattivakkam,IN,2020-06-21 04:08:24,13.22,80.32,91.4,52,90,11.41
351,Isangel,VU,2020-06-21 04:00:28,-19.55,169.27,80.6,57,20,5.82
352,Waverley,ZA,2020-06-21 04:08:25,-25.7,28.26,43.0,81,2,3.36
353,Chuy,UY,2020-06-21 04:01:53,-33.7,-53.46,58.41,96,98,8.79
354,Adrar,MR,2020-06-21 04:01:36,20.5,-10.07,96.46,15,67,14.74
355,Pangody,RU,2020-06-21 04:08:25,65.85,74.49,49.62,84,66,14.03
356,Garowe,SO,2020-06-21 04:08:26,8.41,48.48,77.65,58,52,25.43
357,Tuktoyaktuk,CA,2020-06-21 04:01:37,69.45,-133.04,39.2,93,90,10.29
358,Atambua,ID,2020-06-21 04:08:26,-9.11,124.89,83.05,53,0,2.26
359,Baghdad,IQ,2020-06-21 04:05:17,33.34,44.4,82.4,34,0,4.7
360,Maloy,NO,2020-06-21 04:08:27,61.94,5.11,61.0,93,99,4.7
361,Bada,RU,2020-06-21 04:08:27,51.39,109.87,76.77,25,63,8.14
362,Padang,ID,2020-06-21 04:00:45,-0.95,100.35,86.2,58,89,3.8
363,Saint-Joseph,RE,2020-06-21 04:08:27,-21.37,55.62,70.0,72,75,6.93
364,Adelaide,AU,2020-06-21 04:05:49,-34.93,138.6,59.0,76,40,19.46
365,Muisne,EC,2020-06-21 04:08:28,0.6,-80.03,76.77,86,100,5.73
366,Yenagoa,NG,2020-06-21 04:08:28,4.92,6.26,74.14,95,100,3.53
367,Morgan City,US,2020-06-21 04:08:28,29.7,-91.21,80.6,94,1,4.76
368,Westport,US,2020-06-21 04:07:43,41.14,-73.36,71.6,83,1,3.36
369,Osakarovka,KZ,2020-06-21 04:08:29,50.56,72.57,61.9,40,0,10.85
370,Kenora,CA,2020-06-21 04:06:07,49.82,-94.43,57.2,82,90,10.29
371,Paragominas,BR,2020-06-21 04:08:29,-2.97,-47.48,71.71,96,0,2.73
372,Mackay,AU,2020-06-21 04:08:30,-21.15,149.2,73.99,73,75,11.41
373,Vanimo,PG,2020-06-21 04:08:30,-2.67,141.3,85.01,70,53,6.8
374,Araceli,PH,2020-06-21 04:08:30,10.55,119.99,86.22,67,84,7.63
375,Alegrete,BR,2020-06-21 04:08:30,-29.78,-55.79,69.08,80,2,12.01
376,Tingi,TZ,2020-06-21 04:08:31,-11.3,35.03,52.16,87,2,0.45
377,Chirongui,YT,2020-06-21 04:01:08,-12.93,45.15,78.8,78,90,20.8
378,Tual,ID,2020-06-21 04:08:31,-5.67,132.75,80.29,81,44,20.67
379,Nekhayevskiy,RU,2020-06-21 04:08:32,50.41,41.76,72.0,69,100,1.99
380,Urdoma,RU,2020-06-21 04:08:32,61.75,48.54,44.67,61,64,11.68
381,Ulety,RU,2020-06-21 04:08:32,51.36,112.48,72.57,37,27,6.24
382,Arukutti,IN,2020-06-21 04:08:33,9.87,76.35,78.8,94,90,4.7
383,Halifax,CA,2020-06-21 04:05:36,44.65,-63.57,57.99,73,36,11.07
384,Concordia,AR,2020-06-21 04:08:33,-31.39,-58.02,73.99,84,100,5.01
385,Samarai,PG,2020-06-21 04:01:18,-10.62,150.67,80.38,82,23,10.13
386,Damghan,IR,2020-06-21 04:08:33,36.17,54.35,86.16,13,25,9.28
387,Huilong,CN,2020-06-21 04:01:42,31.81,121.66,75.99,84,89,4.0
388,Severo-Yeniseyskiy,RU,2020-06-21 04:08:34,60.37,93.04,45.9,72,100,6.38
389,Bella Union,UY,2020-06-21 04:08:34,-30.28,-57.6,73.09,77,98,13.65
390,Mananara,MG,2020-06-21 04:08:34,-16.17,49.77,72.28,90,100,10.11
391,Henties Bay,NA,2020-06-21 03:59:44,-22.12,14.28,59.0,51,17,2.8
392,Gorontalo,ID,2020-06-21 04:08:35,0.54,123.06,83.86,82,23,6.73
393,Karamursel,TR,2020-06-21 04:08:35,40.69,29.62,69.8,77,0,4.7
394,Hlobyne,UA,2020-06-21 04:08:35,49.39,33.26,66.85,91,94,10.45
395,Humaita,BR,2020-06-21 04:08:35,-7.51,-63.02,74.03,76,46,1.48
396,Cherskiy,RU,2020-06-21 04:01:16,68.75,161.3,83.39,24,69,6.17
397,Tiruchchendur,IN,2020-06-21 04:08:36,8.48,78.12,89.6,59,40,9.17
398,Muravlenko,RU,2020-06-21 04:08:36,63.79,74.52,49.48,91,100,17.74
399,Viedma,AR,2020-06-21 04:08:36,-40.81,-63.0,52.54,51,98,23.33
400,Chagoda,RU,2020-06-21 04:08:37,59.16,35.33,52.36,68,0,6.26
401,Monrovia,LR,2020-06-21 04:08:37,6.3,-10.8,77.83,82,100,5.46
402,Lethem,GY,2020-06-21 04:08:37,3.38,-59.8,75.9,87,79,6.67
403,Hervey Bay,AU,2020-06-21 04:08:38,-25.3,152.85,73.0,68,61,4.0
404,Arlit,NE,2020-06-21 04:08:38,18.74,7.39,87.66,11,37,8.12
405,Hay River,CA,2020-06-21 04:00:12,60.82,-115.8,82.4,30,20,9.17
406,Aksha,RU,2020-06-21 04:08:38,50.28,113.29,73.47,36,72,7.76
407,Seymchan,RU,2020-06-21 04:08:39,62.88,152.43,79.72,27,0,6.6
408,Rosarito,MX,2020-06-21 04:08:39,32.33,-117.03,66.0,77,90,6.93
409,Biak,ID,2020-06-21 04:01:48,-0.91,122.88,81.99,76,52,9.6
410,Ovre Ardal,NO,2020-06-21 04:08:40,61.32,7.8,60.22,74,100,6.35
411,Yatou,CN,2020-06-21 04:08:40,37.15,122.38,79.65,52,0,11.97
412,Buriti Dos Lopes,BR,2020-06-21 04:08:40,-3.17,-41.87,72.41,92,0,3.65
413,Katobu,ID,2020-06-21 04:08:40,-4.94,122.53,85.5,65,35,8.9
414,Bairiki,KI,2020-06-21 03:59:29,1.33,172.98,87.8,70,20,9.17
415,Mehamn,NO,2020-06-21 04:08:41,71.04,27.85,50.92,59,40,0.54
416,Jimeta,NG,2020-06-21 04:08:41,9.28,12.47,75.31,87,100,0.38
417,Eyl,SO,2020-06-21 04:08:41,7.98,49.82,82.54,56,95,26.78
418,Akom,CM,2020-06-21 04:08:41,2.67,12.71,65.89,100,39,2.42
419,Batagay-Alyta,RU,2020-06-21 04:01:02,67.8,130.41,85.3,21,22,3.22
420,Quatre Cocos,MU,2020-06-21 04:08:42,-20.21,57.76,71.01,88,75,14.99
421,Abnub,EG,2020-06-21 04:08:42,27.27,31.15,73.4,43,0,9.17
422,Ambulu,ID,2020-06-21 04:08:42,-8.35,113.61,84.92,67,30,7.54
423,Karak,JO,2020-06-21 04:08:43,31.17,35.75,57.2,87,0,4.99
424,Paine,CL,2020-06-21 04:08:43,-33.82,-70.75,50.0,93,75,4.7
425,San Cristobal,VE,2020-06-21 04:00:38,7.77,-72.22,64.74,88,42,4.18
426,Shenjiamen,CN,2020-06-21 04:08:43,29.96,122.3,71.17,96,100,13.85
427,Rojhan,PK,2020-06-21 04:08:44,28.69,69.95,97.74,41,0,13.22
428,Mwinilunga,ZM,2020-06-21 04:08:44,-11.74,24.43,45.57,69,0,4.29
429,Port Macquarie,AU,2020-06-21 03:59:00,-31.43,152.92,62.01,88,97,11.43
430,San Luis,AR,2020-06-21 04:08:44,-33.3,-66.34,48.0,78,9,2.48
431,Netrakona,BD,2020-06-21 04:08:45,24.88,90.72,89.35,66,7,10.13
432,Bilibino,RU,2020-06-21 04:08:45,68.05,166.44,83.17,26,70,18.86
433,Tutoia,BR,2020-06-21 04:08:45,-2.76,-42.27,76.06,87,4,7.52
434,Delta,NG,2020-06-21 04:08:46,5.5,6.0,74.5,96,100,3.62
435,Niltepec,MX,2020-06-21 04:08:46,16.57,-94.62,77.9,88,100,4.23
436,Umtata,ZA,2020-06-21 04:08:46,-31.59,28.78,59.0,47,0,12.75
437,Sept-Iles,CA,2020-06-21 04:08:38,50.2,-66.38,57.2,71,75,4.7
438,Ola,RU,2020-06-21 04:08:46,59.58,151.28,55.02,73,18,9.33
439,Carberry,CA,2020-06-21 04:08:47,49.87,-99.36,55.4,76,90,6.93
440,Celestun,MX,2020-06-21 04:08:47,20.87,-90.4,81.86,79,0,12.62
441,Miraflores,MX,2020-06-21 04:08:47,19.22,-98.81,68.0,60,90,5.82
442,Kandrian,PG,2020-06-21 04:08:48,-6.22,149.55,83.95,73,63,8.77
443,Semnan,IR,2020-06-21 04:08:00,35.57,53.4,83.62,13,0,2.01
444,Meulaboh,ID,2020-06-21 04:07:06,4.14,96.13,87.24,58,52,2.21
445,Baruun-Urt,MN,2020-06-21 04:08:49,46.68,113.28,64.08,72,100,17.29
446,Brae,GB,2020-06-21 04:08:49,60.4,-1.35,53.6,93,6,14.99
447,Kemin,KG,2020-06-21 04:06:04,42.78,75.69,74.05,31,0,4.03
448,Sakakah,SA,2020-06-21 04:01:22,29.97,40.21,71.6,49,0,5.82
449,Imbituba,BR,2020-06-21 04:08:50,-28.24,-48.67,71.6,83,1,9.17
450,Cilaos,RE,2020-06-21 04:08:50,-21.13,55.47,70.0,72,75,6.93
451,Baiyin,CN,2020-06-21 04:08:50,36.56,104.21,68.0,68,40,2.24
452,Buraydah,SA,2020-06-21 04:08:51,26.33,43.98,78.8,34,0,9.17
453,Aberdeen,GB,2020-06-21 04:04:03,57.14,-2.1,55.4,93,40,11.41
454,Cabo San Lucas,MX,2020-06-21 03:57:06,22.89,-109.91,87.8,35,40,11.41
455,Lixourion,GR,2020-06-21 04:08:52,38.2,20.43,73.0,54,0,20.87
456,Labuhan,ID,2020-06-21 04:08:52,-6.88,112.21,86.61,58,35,5.68
457,Lucapa,AO,2020-06-21 04:08:52,-8.42,20.74,56.79,49,0,4.59
458,Razole,IN,2020-06-21 04:08:52,16.48,81.83,84.18,70,99,3.96
459,Belmonte,BR,2020-06-21 03:58:45,-15.86,-38.88,68.0,88,20,3.36
460,Praia,CV,2020-06-21 04:01:00,14.92,-23.51,75.2,78,20,12.75
461,Yulara,AU,2020-06-21 04:00:28,-25.24,130.99,59.0,33,0,5.82
462,Mahad,IN,2020-06-21 04:08:53,18.08,73.42,84.52,71,61,5.66
463,Havre-Saint-Pierre,CA,2020-06-21 04:08:53,50.23,-63.6,46.4,93,20,6.93
464,Sultanpur,IN,2020-06-21 04:08:54,26.27,82.07,79.7,84,100,11.9
465,Manoel Urbano,BR,2020-06-21 04:08:54,-8.84,-69.26,73.99,82,0,2.04
466,Nelson Bay,AU,2020-06-21 04:08:54,-32.72,152.15,60.01,93,75,5.82
467,Pavlohrad,UA,2020-06-21 04:08:54,48.52,35.87,69.8,73,94,9.91
468,Anito,PH,2020-06-21 04:08:54,12.45,125.29,87.73,66,100,10.31
469,Rivadavia,AR,2020-06-21 04:08:55,-33.19,-68.46,50.0,61,33,3.36
470,Rochegda,RU,2020-06-21 04:08:55,62.8,43.25,47.07,63,58,8.81
471,Caltagirone,IT,2020-06-21 04:08:55,37.24,14.51,64.99,66,0,3.36
472,Alyangula,AU,2020-06-21 04:08:55,-13.85,136.42,82.4,34,0,12.75
473,Birstonas,LT,2020-06-21 04:08:56,54.62,24.03,64.4,82,85,4.7
474,Laguna,US,2020-06-21 04:01:02,38.42,-121.42,75.2,50,1,9.17
475,Huron,US,2020-06-21 04:08:56,41.15,-82.55,73.0,73,1,6.69
476,Aliwal North,ZA,2020-06-21 04:08:56,-30.69,26.71,36.7,79,0,4.18
477,Faanui,PF,2020-06-21 04:00:26,-16.48,-151.75,78.26,85,100,16.13
478,Honningsvag,NO,2020-06-21 04:08:57,70.98,25.97,46.53,74,49,4.63
479,Jati,PK,2020-06-21 04:08:57,24.35,68.27,92.26,56,1,7.83
480,Tazmalt,DZ,2020-06-21 04:07:05,36.39,4.4,60.8,77,0,6.93
481,Koregaon,IN,2020-06-21 04:08:57,18.65,74.08,80.55,67,78,15.93
482,Jaffna,LK,2020-06-21 04:08:58,9.67,80.01,86.14,71,98,15.7
483,Porto Santo,PT,2020-06-21 04:08:58,33.07,-16.34,68.0,72,40,11.41
484,Emerald,AU,2020-06-21 04:08:58,-23.53,148.17,75.2,36,23,8.05
485,Vicuna,CL,2020-06-21 04:08:58,-30.03,-70.71,52.0,65,48,4.99
486,Kavaratti,IN,2020-06-21 04:01:10,10.57,72.64,80.6,88,75,9.17
487,Tiznit,MA,2020-06-21 04:01:03,29.58,-9.5,65.01,72,0,1.7
488,Umm Lajj,SA,2020-06-21 04:08:59,25.02,37.27,84.34,36,1,9.35
489,Manaure,CO,2020-06-21 04:08:59,11.78,-72.44,82.63,75,100,17.07
490,Margate,GB,2020-06-21 04:08:59,51.38,1.39,63.0,84,100,4.0
491,Shache,CN,2020-06-21 04:09:00,38.42,77.24,84.4,13,0,3.8
492,Severnyy,RU,2020-06-21 04:09:00,50.68,36.55,69.8,68,75,6.71
493,Armizonskoye,RU,2020-06-21 04:09:00,55.95,67.67,55.81,93,100,6.08
494,Concesti,RO,2020-06-21 04:09:00,48.17,26.55,64.0,91,100,3.0
495,Lobito,AO,2020-06-21 04:09:01,-12.35,13.55,69.82,59,0,4.34
496,Fort-Shevchenko,KZ,2020-06-21 04:09:01,44.51,50.26,87.51,25,83,21.5
497,Bartica,GY,2020-06-21 04:09:01,6.4,-58.62,78.8,88,20,4.7
498,Sungairaya,ID,2020-06-21 04:09:02,0.7,108.9,84.11,74,99,2.46
499,Jizan,SA,2020-06-21 04:09:02,17.33,42.67,93.2,63,75,5.82
500,Koungheul,SN,2020-06-21 04:09:02,13.98,-14.8,78.21,81,93,13.87
501,Canto Do Buriti,BR,2020-06-21 04:09:02,-8.11,-42.94,73.63,69,0,7.9
502,Ambovombe,MG,2020-06-21 04:09:03,-25.17,46.08,66.13,80,82,2.42
503,Bubaque,GW,2020-06-21 04:09:03,11.28,-15.83,81.39,79,99,7.4
504,Sadon,RU,2020-06-21 04:09:03,42.85,44.0,66.2,88,56,4.47
505,Kerchevskiy,RU,2020-06-21 04:09:03,59.95,56.29,46.56,66,94,11.36
506,Lagoa,PT,2020-06-21 03:58:55,39.05,-27.98,65.26,92,0,15.79
507,The Pas,CA,2020-06-21 04:09:04,53.83,-101.25,51.8,81,90,5.68
508,Ostrovnoy,RU,2020-06-21 03:59:57,68.05,39.51,45.61,73,30,8.1
509,Gravdal,NO,2020-06-21 04:09:04,68.12,13.5,59.43,65,0,5.41
510,Sovetskiy,RU,2020-06-21 04:09:04,61.36,63.58,44.92,80,99,5.66
511,Yantal,RU,2020-06-21 04:09:05,56.85,105.25,76.05,36,23,5.68
512,Chapais,CA,2020-06-21 04:09:05,49.78,-74.85,64.4,88,1,6.93
513,Temba,ZA,2020-06-21 04:09:05,-25.38,28.26,43.0,81,8,3.36
514,Jauja,PE,2020-06-21 04:09:05,-11.78,-75.5,43.47,75,9,2.59
515,Taquarituba,BR,2020-06-21 04:09:05,-23.53,-49.24,61.61,78,0,2.51
516,Kloulklubed,PW,2020-06-21 04:09:06,7.04,134.26,78.8,83,75,10.29
517,Aripuana,BR,2020-06-21 04:01:12,-9.17,-60.63,70.66,72,3,1.16
518,Shingu,JP,2020-06-21 04:09:06,33.73,135.98,75.2,73,75,2.24
519,Qui Nhon,VN,2020-06-21 04:01:53,13.77,109.23,90.75,56,0,7.49
520,Port Moresby,PG,2020-06-21 04:09:07,-9.44,147.18,84.2,74,75,11.05
521,Shelburne,CA,2020-06-21 04:06:11,44.08,-80.2,73.99,73,40,4.21
522,Boyolangu,ID,2020-06-21 04:09:07,-8.12,111.89,82.49,74,69,10.0
523,Nanakuli,US,2020-06-21 04:09:07,21.39,-158.15,82.4,69,75,4.7
524,Lavrentiya,RU,2020-06-21 03:59:28,65.58,-171.0,56.17,44,0,14.29
525,Haines Junction,CA,2020-06-21 04:01:33,60.75,-137.51,54.61,52,18,11.23
526,Lyngseidet,NO,2020-06-21 04:09:08,69.58,20.22,50.0,76,0,12.75
527,Acarau,BR,2020-06-21 04:09:09,-2.89,-40.12,77.07,82,3,12.86
528,Maroantsetra,MG,2020-06-21 04:09:09,-15.43,49.73,73.99,88,99,10.04
529,Sechura,PE,2020-06-21 04:09:09,-5.56,-80.82,66.67,79,33,11.36
530,Moerai,PF,2020-06-21 04:09:09,-22.43,-151.33,70.23,70,99,18.37
531,Olafsvik,IS,2020-06-21 04:01:50,64.89,-23.71,52.0,74,77,5.32
532,Kralendijk,BQ,2020-06-21 04:09:10,12.15,-68.27,82.4,83,63,13.87
533,Gandajika,CD,2020-06-21 04:09:10,-6.75,23.95,64.45,55,0,4.99
534,The Valley,AI,2020-06-21 04:09:10,18.22,-63.06,84.2,79,20,11.41
535,George Town,MY,2020-06-21 04:09:10,5.41,100.34,89.6,70,20,2.24
536,Hailar,CN,2020-06-21 04:09:11,49.2,119.7,69.15,44,85,10.92
537,Svelgen,NO,2020-06-21 04:09:11,61.77,5.3,61.0,93,99,4.7
538,Codrington,AU,2020-06-21 04:09:11,-38.27,141.97,54.19,72,97,7.63
539,Kudahuvadhoo,MV,2020-06-21 04:09:11,2.67,72.89,83.68,75,90,11.18
540,Berezovka,BY,2020-06-21 04:09:11,53.72,25.5,65.03,93,98,6.2
541,Hofn,IS,2020-06-21 04:09:12,64.25,-15.21,50.74,87,100,13.13
542,Kiknur,RU,2020-06-21 04:09:12,57.3,47.2,50.11,67,19,9.4
543,Camacha,PT,2020-06-21 04:09:12,33.08,-16.33,68.0,72,40,11.41
544,Wellington,NZ,2020-06-21 04:06:11,-41.29,174.78,50.0,93,96,19.46
545,Aloleng,PH,2020-06-21 04:09:13,16.13,119.78,85.33,70,1,5.86
546,El Dorado,US,2020-06-21 04:09:13,33.21,-92.67,75.2,94,1,3.53
547,Correntina,BR,2020-06-21 04:09:13,-13.34,-44.64,67.1,79,0,5.7
548,Tecoanapa,MX,2020-06-21 04:09:14,16.52,-98.75,81.72,81,100,2.39
549,Tilichiki,RU,2020-06-21 04:09:14,60.47,166.1,64.72,61,2,5.79
550,Solnechnyy,RU,2020-06-21 04:01:30,50.72,136.63,65.71,43,100,8.19
551,Alofi,NU,2020-06-21 04:00:48,-19.06,-169.92,77.0,83,97,11.41
552,Xuddur,SO,2020-06-21 04:09:15,4.12,43.89,71.47,73,6,22.28
553,Taoudenni,ML,2020-06-21 04:09:15,22.68,-3.98,93.58,11,1,5.41
554,Ulladulla,AU,2020-06-21 04:09:15,-35.35,150.47,64.4,36,27,13.87
555,Salinopolis,BR,2020-06-21 03:58:31,-0.61,-47.36,78.66,84,15,11.59
556,Bayanday,RU,2020-06-21 04:09:16,53.07,105.51,71.74,45,38,4.56
557,San Policarpo,PH,2020-06-21 04:01:48,12.18,125.51,86.07,70,100,11.59
558,Makakilo City,US,2020-06-21 04:01:02,21.35,-158.09,82.4,69,75,4.7
559,Bandipur,NP,2020-06-21 04:09:16,27.93,84.42,72.66,88,95,2.64
560,Kieta,PG,2020-06-21 04:00:09,-6.22,155.63,83.53,74,45,3.49
561,College,US,2020-06-21 04:00:55,64.86,-147.8,60.8,100,90,3.09
562,Rio Gallegos,AR,2020-06-21 04:00:58,-51.62,-69.22,32.0,86,27,8.05
563,Tessalit,ML,2020-06-21 04:09:17,20.2,1.01,86.99,13,29,3.58
564,San Vicente,AR,2020-06-21 04:09:17,-26.62,-54.13,66.72,75,0,7.43
565,Korla,CN,2020-06-21 04:09:18,41.76,86.15,75.0,72,0,9.69
566,Mantamados,GR,2020-06-21 04:09:18,39.31,26.33,71.6,64,20,3.36
567,Ranong,TH,2020-06-21 04:09:18,9.97,98.63,80.6,94,75,6.93
568,Te Anau,NZ,2020-06-21 04:09:18,-45.42,167.72,44.01,67,1,1.59
569,Mouila,GA,2020-06-21 04:09:18,-1.87,11.06,72.0,92,99,0.92
570,Sao Joao Da Barra,BR,2020-06-21 04:05:52,-21.64,-41.05,71.94,88,0,9.26
571,Acajutla,SV,2020-06-21 04:09:19,13.59,-89.83,73.99,95,87,3.06
572,Bandar-E Anzali,IR,2020-06-21 04:09:19,37.47,49.46,82.4,48,0,6.93
573,Axim,GH,2020-06-21 04:09:20,4.87,-2.24,76.53,88,97,9.46
574,Valenca Do Piaui,BR,2020-06-21 04:09:20,-6.41,-41.75,73.17,69,0,9.64
575,Ulaanbaatar,MN,2020-06-21 04:05:26,47.91,106.88,60.8,72,40,11.18
576,Asyut,EG,2020-06-21 04:09:20,27.18,31.18,73.4,43,0,9.17
577,Newcastle,AU,2020-06-21 04:06:33,-32.93,151.78,60.01,93,75,5.82
578,Gat,IL,2020-06-21 04:09:21,31.61,34.76,71.01,83,3,10.02
579,Bitung,ID,2020-06-21 04:09:21,1.45,125.18,86.0,70,75,10.29
580,Puerto Penasco,MX,2020-06-21 04:09:21,31.32,-113.53,78.01,60,0,4.36
581,Penalva,BR,2020-06-21 04:09:21,-3.29,-45.17,72.54,97,0,1.1
